"";"species_phylacine";"hedge";"ledge";"hed";"hedge_rank";"ledge_rank";"hed_rank";"ED";"ES";"QEbased";"2Hbased";"termBL";"meanD";"Order.1.2";"Family.1.2";"Genus.1.2";"Species.1.2";"Terrestrial";"Marine";"Freshwater";"Aerial";"Life.Habit.Method";"Life.Habit.Source";"Mass.g";"Mass.Method";"Mass.Source";"Mass.Comparison";"Mass.Comparison.Source";"Island.Endemicity";"IUCN.Status.1.2";"Added.IUCN.Status.1.2";"Diet.Plant";"Diet.Vertebrate";"Diet.Invertebrate";"Diet.Method";"Diet.Source";"range_size";"species_currentIUCN"
"3129";"Myotis_annamiticus";1,16382000310753;1,60718000429135;2,77100000739888;473;3205;2324;5,23245213739941;5,76196718069375;8,74569853274601e-07;1,302171589055e-06;2,771;88,8742437146287;"Chiroptera";"Vespertilionidae";"Myotis";"annamiticus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";3,7;"Reported";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";NA;NA;"Occurs on mainland";"DD";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";9312,36848664304;"Myotis annamiticus"
"3130";"Myotis_annectans";8,81285092402859e-05;1,76248205629648;1,76257018480572;4067;2998;3299;4,72628428945051;4,46827896578938;6,39936126049539e-07;9,29313393795398e-07;1,76247;88,8700299348311;"Chiroptera";"Vespertilionidae";"Myotis";"annectans";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";9,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";577366,846171868;"Myotis annectans"
"3131";"Myotis_atacamensis";0,27269320863686;0,376576335736617;0,649269544373477;907;5083;4990;3,08920365286647;1,69463480818681;2,52559777756594e-07;3,73311392739798e-07;0,63741;88,9316735937232;"Chiroptera";"Vespertilionidae";"Myotis";"atacamensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,1;"Assumed isometric based on forearm length";"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)";"Myotis_albescens";"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)";"Occurs on mainland";"EN";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";586679,214658511;"Myotis atacamensis"
"3132";"Myotis_ater";0,00011455940995;2,29107363959005;2,291188199;3723;2473;2756;5,45834839161209;5,55221712658525;8,31026794562198e-07;1,22818281601359e-06;2,290855;88,8705336949065;"Chiroptera";"Vespertilionidae";"Myotis";"ater";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6;"Reported";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";717052,373471514;"Myotis ater"
"3133";"Myotis_aurascens";7,30587582231623e-05;1,46110210570502;1,46117516446325;4329;3405;3697;6,24453903766875;4,46366513861001;1,73537361317948e-06;2,50111201484814e-06;1,46102;88,9165979463214;"Chiroptera";"Vespertilionidae";"Myotis";"aurascens";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,5;"Reported";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";3529387,65643771;"Myotis aurascens"
"3134";"Myotis_auriculus";0,0003667188469875;7,33401022090301;7,33437693975;2407,5;589,5;675,5;12,320046132663;14,0761308762932;7,72795439482412e-06;1,10962540959909e-05;7,333775;88,9797713668324;"Chiroptera";"Vespertilionidae";"Myotis";"auriculus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5;"Reported";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1201295,53477695;"Myotis auriculus"
"3135";"Myotis_australis";0,000127053695433908;2,54094685498273;2,54107390867816;3578;2250;2531;5,87419347547785;5,61930690791637;1,12562507407087e-06;1,6522003235837e-06;2,53467;88,8756670116618;"Chiroptera";"Vespertilionidae";"Myotis";"australis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5,7;"Assumed isometric based on forearm length";"American Museum Novitates 2778: 1-48 (1984)";"Myotis_muricola";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1052297,63899066;"Myotis australis"
"3136";"Myotis_austroriparius";0,000104726281;2,094420893719;2,09452562;3843;2662;2944;4,9036374058734;4,40119893897116;8,73689575211074e-07;1,27925889902835e-06;2,07634;88,9358955676556;"Chiroptera";"Vespertilionidae";"Myotis";"austroriparius";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1191983,16629031;"Myotis austroriparius"
"3137";"Myotis_bechsteinii";0,0123821006241491;3,08314305541312;3,09552515603727;1665;1834;2071;5,66165103016835;5,73030062063515;9,79093884729856e-07;1,4224349878786e-06;3,093835;88,8895373040645;"Chiroptera";"Vespertilionidae";"Myotis";"bechsteinii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";4004318,44925651;"Myotis bechsteinii"
"3138";"Myotis_blythii";5,69123555785315e-05;1,13819019921505;1,13824711157063;4665;3905;4201;3,98349654601081;3,22921520722583;4,42915653713277e-07;6,59411289173652e-07;1,13808;88,8671173580861;"Chiroptera";"Vespertilionidae";"Myotis";"blythii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";22,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";8707064,53501124;"Myotis blythii"
"3139";"Myotis_bocagii";0,000136552256809871;2,7309085839406;2,73104513619741;3468;2088;2360;7,15944057734001;6,60862926662683;2,490772529377e-06;3,65933262365861e-06;2,730935;88,9333878511405;"Chiroptera";"Vespertilionidae";"Myotis";"bocagii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3315203,18124492;"Myotis bocagii"
"3140";"Myotis_bombinus";0,00303927860645201;0,756780373006551;0,759819651613003;1918;4517;4813;3,7314999762776;2,37295644278459;3,30289548511343e-07;4,82034694121944e-07;0,759775;88,8657564079918;"Chiroptera";"Vespertilionidae";"Myotis";"bombinus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,9;"Assumed isometric based on forearm length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Myotis_nattereri";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2505027,12290698;"Myotis bombinus"
"3141";"Myotis_brandtii";0,00084071635;16,81348628365;16,814327;2041;97;113;18,8536203367727;22,0495373580551;1,6255020904835e-05;2,31064008973622e-05;16,60237;88,9837979677585;"Chiroptera";"Vespertilionidae";"Myotis";"brandtii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5,3;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";10103919,8080077;"Myotis brandtii"
"3142";"Myotis_bucharensis";0,0643606247790496;1,22285187080194;1,28721249558099;1331;3766;3962;4,60830588547082;3,26507478587657;6,44650774160381e-07;9,3140393850369e-07;1,287135;88,8890398533699;"Chiroptera";"Vespertilionidae";"Myotis";"bucharensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,9;"Assumed isometric based on forearm length";"Bonner Zoologische Beiträge 50: 15-26 (2002)";"Myotis_frater";"Bonner Zoologische Beiträge 50: 15-26 (2002)";"Occurs on mainland";"DD";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";316620,528545863;"Myotis bucharensis"
"3143";"Myotis_californicus";0,000127837667908892;2,55662552050993;2,55675335817784;3565;2230;2511;6,70164139888671;5,82865281461477;2,0198457203305e-06;2,92338721993179e-06;2,136305;88,9725113162408;"Chiroptera";"Vespertilionidae";"Myotis";"californicus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";4,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";5168364,51008688;"Myotis californicus"
"3144";"Myotis_capaccinii";0,39646125;7,53276375;7,929225;802;562;589;8,98504393390123;10,7958995139968;2,1087305693203e-06;3,10747991365916e-06;7,929225;88,8797758386212;"Chiroptera";"Vespertilionidae";"Myotis";"capaccinii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"VU";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2737836,33507305;"Myotis capaccinii"
"3145";"Myotis_chiloensis";0,00028411553;5,68202648447;5,6823106;2594;856;982;7,3374444516544;8,19029371153355;1,67142124949736e-06;2,44715711410227e-06;5,487475;88,9374550634539;"Chiroptera";"Vespertilionidae";"Myotis";"chiloensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,8;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";931236,848664304;"Myotis chiloensis"
"3146";"Myotis_chinensis";0,00019805075;3,96081694925;3,961015;2972;1375;1577;5,47499096984272;6,22368670668483;7,5705099609217e-07;1,12060291448122e-06;3,961015;88,8689984213685;"Chiroptera";"Vespertilionidae";"Myotis";"chinensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";42;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2747148,7035597;"Myotis chinensis"
"3147";"Myotis_ciliolabrum";0,000131918856262502;2,63824520639377;2,63837712525004;3505,5;2149,5;2416,5;6,89786825220965;6,16946255856514;2,41614614520677e-06;3,51088368566394e-06;2,63821;88,972576849597;"Chiroptera";"Vespertilionidae";"Myotis";"ciliolabrum";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";4,9;"Reported";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1815911,85489539;"Myotis ciliolabrum"
"3148";"Myotis_cobanensis";1,36505158305833;1,88507123374722;3,25012281680556;413;2880;1977;7,07738200042251;6,9206586815834;2,06926274288671e-06;3,02331525693715e-06;2,75014;88,9442154827645;"Chiroptera";"Vespertilionidae";"Myotis";"cobanensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,2;"Assumed isometric based on forearm length";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Myotis_velifer";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Myotis cobanensis"
"3149";"Myotis_csorbai";0,00721007518936727;1,79530872215245;1,80251879734182;1763;2965;3250;5,58104826342449;4,4354105427444;1,13303338766565e-06;1,65820347814737e-06;1,709075;88,9250190413308;"Chiroptera";"Vespertilionidae";"Myotis";"csorbai";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7;"Assumed isometric based on forearm length";"Journal of Threathened taxa 2: 1001-1076 (2010)";"Myotis_daubentonii";"Acta Chiropterologica 7: 9-21 (2005)";"Occurs on mainland";"DD";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";93123,6848664304;"Myotis csorbai"
"3150";"Myotis_dasycneme";0,05748816;14,31455184;14,37204;1355;130;153;15,3992965535772;18,2822535642242;9,34215820580757e-06;1,33503882560895e-05;13,978235;88,9316491150746;"Chiroptera";"Vespertilionidae";"Myotis";"dasycneme";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";14,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";7198460,84017507;"Myotis dasycneme"
"3151";"Myotis_daubentonii";0,000186730250000001;3,73441826975002;3,73460500000002;3063;1496;1709;6,19018295404926;6,73382789447337;1,19169576080405e-06;1,72491728400584e-06;3,734605;88,8892919464929;"Chiroptera";"Vespertilionidae";"Myotis";"daubentonii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";18363990,6556601;"Myotis daubentonii"
"3152";"Myotis_davidii";0,000123582383715;2,47152409191629;2,47164767430001;3613;2314;2588;4,79357365300426;3,85168073585331;6,83510940685719e-07;9,95903382705698e-07;1,759945;88,8732293431658;"Chiroptera";"Vespertilionidae";"Myotis";"davidii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";5,3;"Assumed isometric based on forearm length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Myotis_mystacinus";"Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009)";"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";279371,054599291;"Myotis davidii"
"3153";"Myotis_dieteri";0,0879457435072071;1,67096912663694;1,75891487014414;1243;3123;3303;5,22018988543382;4,05673475724414;1,09462115845344e-06;1,58100721555343e-06;1,75126;88,9151235036872;"Chiroptera";"Vespertilionidae";"Myotis";"dieteri";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,5;"Assumed isometric based on forearm length";"Acta Chiropterologica 7: 9-21 (2005)";"Myotis_daubentonii";"Acta Chiropterologica 7: 9-21 (2005)";"Occurs on mainland";"DD";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";18624,7369732861;"Myotis dieteri"
"3154";"Myotis_dinellii";8,45918215831684e-05;1,69175183984178;1,69183643166337;4134;3090;3393;5,14351766580591;3,9736263056767;9,7844850187782e-07;1,42637502627869e-06;1,475665;88,9019617046819;"Chiroptera";"Vespertilionidae";"Myotis";"dinellii";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";8,4;"Assumed isometric based on forearm length";"Bulletin of the American Museum of Natural History 231: 1-652 (1997)";"Myotis_levis";"Eisenberg JF, Redford KH Mammals of the Neotropics (Volume 3 ): The Central Neotropics: Ecuador, Peru, Bolivia, Brazil (2000)";"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Species";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";2253593,17376761;"Myotis dinellii"
"3155";"Myotis_dominicensis";0,0610485187165112;1,15992185561371;1,22097037433022;1347;3877;4075;3,56181399648531;2,35861265228182;3,33491069156518e-07;4,88505973668937e-07;1,10359;88,9317132618762;"Chiroptera";"Vespertilionidae";"Myotis";"dominicensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";3,2;"Assumed isometric based on forearm length";"Proceedings of the Biological Society of Washington 15: 243-244 (1902)";"Myotis_nigricans";"Reid FA. A field guide to the Mammals of Central America and South East Mexico (2009)";"Occurs only on isolated islands";"VU";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";27937,1054599291;"Myotis dominicensis"
"3156";"Myotis_elegans";7,69686867055591e-05;1,53929676542448;1,53937373411118;4258;3292;3589;4,95889410987913;3,4065500672096;1,16488053341563e-06;1,68916841436759e-06;1,49032;88,9427988543989;"Chiroptera";"Vespertilionidae";"Myotis";"elegans";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";4,1;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";959173,954124233;"Myotis elegans"
"3157";"Myotis_emarginatus";0,000132622486351291;2,65231710453946;2,65244972702581;3496;2136;2402;6,95895975516395;6,49728894162178;2,52256869657584e-06;3,65205644706854e-06;2,652325;88,9342060795747;"Chiroptera";"Vespertilionidae";"Myotis";"emarginatus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";6956339,25952235;"Myotis emarginatus"
"3158";"Myotis_evotis";0,000123598209634586;2,47184059448209;2,47196419269173;3612;2313;2587;6,15467740443053;5,57641431575298;2,03798995697905e-06;2,96672226261539e-06;2,446925;88,9733133167553;"Chiroptera";"Vespertilionidae";"Myotis";"evotis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";6,7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3799446,34255036;"Myotis evotis"
"3159";"Myotis_fimbriatus";0,000266327273995568;5,32627915263735;5,32654547991135;2645;928;1063;7,85656746533835;9,01614162075281;1,8348855243742e-06;2,66923635462592e-06;5,326545;88,8822630372149;"Chiroptera";"Vespertilionidae";"Myotis";"fimbriatus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,6;"Assumed isometric based on forearm length";"Smith AT, Xie Y, Hoffmann RS, Lunde D, MacKinnon J, Wilson DE, Wozencraft WD. A Guide to the Mammals of China (2008)";"Myotis_macrodactylus";"Ohdachi SD, Ishibashi I, Iwasa MA, Saitih T. The Wild Mammals of Japan. (2009)";"Occurs on mainland";"LC";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";540117,372225296;"Myotis fimbriatus"
"3160";"Myotis_findleyi";0,430836134443817;0,594964185660509;1,02580032010433;782;4786;4389;3,9030077614793;2,71618793971747;5,23081844332218e-07;7,71255327579337e-07;1,01416;88,9394455162065;"Chiroptera";"Vespertilionidae";"Myotis";"findleyi";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";4,2;"Assumed isometric based on forearm length";"Journal of Mammalogy 59: 519-530 (1978)";"Myotis_californicus";"Journal of Mammalogy 59: 519-530 (1978)";"Occurs only on isolated islands";"EN";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";9312,36848664304;"Myotis findleyi"
"3161";"Myotis_formosus";0,000227915955100505;4,558091186055;4,5583191020101;2802;1148;1320;6,87678767980043;6,26526986294031;2,47165264589565e-06;3,56734209798694e-06;3,080135;88,9336121771566;"Chiroptera";"Vespertilionidae";"Myotis";"formosus";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";3836695,81649693;"Myotis formosus"
"3162";"Myotis_fortidens";0,00058838686694393;11,7671489520117;11,7677373388786;2153;238;290;14,042815554409;16,9294583689117;8,76738063633993e-06;1,25084167223765e-05;11,006895;88,9708860084033;"Chiroptera";"Vespertilionidae";"Myotis";"fortidens";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";4,4;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1024360,53353073;"Myotis fortidens"
"3163";"Myotis_frater";6,63200031336729e-05;1,32633374267032;1,32640006267346;4468;3623;3921;4,59780531227702;3,26507478587657;6,56518828056446e-07;9,5634289864395e-07;1,193695;88,8890398533699;"Chiroptera";"Vespertilionidae";"Myotis";"frater";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7,6;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"DD";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";2430528,17501383;"Myotis frater"
"3164";"Myotis_gomantongensis";0,000108440081239444;2,16869318470763;2,16880162478887;3799;2580;2868;4,88615756697032;4,69803225658149;6,39936121756447e-07;9,39958025761358e-07;2,16859;88,8701339701595;"Chiroptera";"Vespertilionidae";"Myotis";"gomantongensis";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";9,4;"Assumed isometric based on forearm length";"Mammalia 62: 241-252 (1998)";"Myotis_ater";"Francis CM. A Guide to the Mammals of Southeast Asia (2008)";"Occurs on large land bridge islands";"LC";"No";0;0;100;"Transformed 000 Genus";"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.";1005735,79655745;"Myotis gomantongensis"
"3165";"Myotis_goudoti";0,000224985462500468;4,49948426454687;4,49970925000937;2812;1164;1332;8,90052812949384;9,24882699445724;4,04307453715363e-06;5,82544286027346e-06;4,423365;88,9341987412108;"Chiroptera";"Vespertilionidae";"Myotis";"goudoti";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";7;"Reported";"Garbutt N. Mammals of Madagascar a Complete Guide (2007)";NA;NA;"Occurs only on isolated islands";"LC";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";754301,847418086;"Myotis goudoti"
"3166";"Myotis_grisescens";0,00847911903166;2,11130063888334;2,119779757915;1740;2642;2916;4,80353966143394;4,35043751786783;8,26280725978356e-07;1,22229869779493e-06;2,04836;88,9356730072029;"Chiroptera";"Vespertilionidae";"Myotis";"grisescens";0;0;0;1;"Taxonomic";"PHYLACINE 1.2";10,5;"Reported";"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).";NA;NA;"Occurs on mainland";"NT";"No";0;0;100;"Reported 000 Species";"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.";1098859,48142388;"Myotis grisescens"
