"";"species";"HEDGE_rank";"HEDGE";"conservation_classification"
"2496";"Microcebus_mamiratra";161;3,094067465;"None"
"2430";"Megadontomys_cryophilus";162;3,083215207;"None"
"4454";"Surdisorex_polulus";163;3,081121859;"None"
"1039";"Ctenomys_sociabilis";164;3,081108886;"None"
"4455";"Surdisorex_schlitteri";165;3,072459165;"None"
"4420";"Spilocuscus_rufoniger";166;3,050453526;"1 Land/water protection"
"4421";"Spilocuscus_rufoniger";166;3,050453526;"2 Land/water management"
"4422";"Spilocuscus_rufoniger";166;3,050453526;"4 Education & awareness"
"2339";"Marmosops_handleyi";167;3,034224686;"1 Land/water protection"
"4317";"Sarcophilus_harrisii";168;3,0274944;"3 Species management"
"4";"Abrocoma_uspallata";169;3,020988704;"2 Land/water management"
"1805";"Lasiorhinus_krefftii";170;3,011281786;"1 Land/water protection"
"1806";"Lasiorhinus_krefftii";170;3,011281786;"2 Land/water management"
"1809";"Lasiorhinus_krefftii";170;3,011281786;"3 Species management"
"3415";"Phaner_parienti";171;2,986144667;"1 Land/water protection"
"3416";"Phaner_parienti";171;2,986144667;"2 Land/water management"
"1325";"Eulemur_cinereiceps";172;2,974284459;"1 Land/water protection"
"1326";"Eulemur_cinereiceps";172;2,974284459;"2 Land/water management"
"1327";"Eulemur_cinereiceps";172;2,974284459;"3 Species management"
"4572";"Tachyoryctes_macrocephalus";173;2,972809081;"2 Land/water management"
"3412";"Phaner_electromontis";174;2,912804761;"2 Land/water management"
"1884";"Lepilemur_microdon";175;2,912140832;"2 Land/water management"
"1885";"Lepilemur_microdon";175;2,912140832;"3 Species management"
"4077";"Rhinopithecus_avunculus";176;2,909233777;"1 Land/water protection"
"4079";"Rhinopithecus_avunculus";176;2,909233777;"2 Land/water management"
"4080";"Rhinopithecus_avunculus";176;2,909233777;"3 Species management"
"4084";"Rhinopithecus_avunculus";176;2,909233777;"4 Education & awareness"
"4085";"Rhinopithecus_avunculus";176;2,909233777;"5 Law & policy"
"667";"Carpomys_melanurus";177;2,886619828;"None"
"2524";"Millardia_kondana";178;2,868220626;"1 Land/water protection"
"2525";"Millardia_kondana";178;2,868220626;"2 Land/water management"
"2526";"Millardia_kondana";178;2,868220626;"3 Species management"
"1604";"Hipposideros_corynophyllus";179;2,8539147;"1 Land/water protection"
"1605";"Hipposideros_corynophyllus";179;2,8539147;"2 Land/water management"
"4138";"Romerolagus_diazi";180;2,8198317;"1 Land/water protection"
"4140";"Romerolagus_diazi";180;2,8198317;"2 Land/water management"
"4142";"Romerolagus_diazi";180;2,8198317;"3 Species management"
"4148";"Romerolagus_diazi";180;2,8198317;"4 Education & awareness"
"4151";"Romerolagus_diazi";180;2,8198317;"5 Law & policy"
"2236";"Macaca_sylvanus";181;2,8160454;"1 Land/water protection"
"2237";"Macaca_sylvanus";181;2,8160454;"2 Land/water management"
"2238";"Macaca_sylvanus";181;2,8160454;"3 Species management"
"2243";"Macaca_sylvanus";181;2,8160454;"4 Education & awareness"
"2245";"Macaca_sylvanus";181;2,8160454;"5 Law & policy"
"3414";"Phaner_pallescens";182;2,753320132;"2 Land/water management"
"366";"Balaenoptera_musculus";183;2,7476022;"None"
"986";"Cryptochloris_zyli";184;2,729758859;"1 Land/water protection"
"987";"Cryptochloris_zyli";184;2,729758859;"2 Land/water management"
"2710";"Myosorex_blarina";185;2,680737297;"2 Land/water management"
"3823";"Pteralopex_pulchra";186;2,678434515;"1 Land/water protection"
"2567";"Moschus_anhuiensis";187;2,664387722;"1 Land/water protection"
"2569";"Moschus_anhuiensis";187;2,664387722;"2 Land/water management"
"2570";"Moschus_anhuiensis";187;2,664387722;"3 Species management"
"2573";"Moschus_anhuiensis";187;2,664387722;"5 Law & policy"
"1559";"Heteromys_nelsoni";188;2,6624115;"1 Land/water protection"
"1906";"Lepilemur_wrightae";189;2,658059617;"2 Land/water management"
"1875";"Lepilemur_fleuretae";190;2,657774842;"2 Land/water management"
"826";"Chiropotes_albinasus";191;2,613445812;"2 Land/water management"
"827";"Chiropotes_albinasus";191;2,613445812;"3 Species management"
"4562";"Symphalangus_syndactylus";192;2,611356484;"1 Land/water protection"
"4564";"Symphalangus_syndactylus";192;2,611356484;"2 Land/water management"
"4565";"Symphalangus_syndactylus";192;2,611356484;"3 Species management"
"4568";"Symphalangus_syndactylus";192;2,611356484;"4 Education & awareness"
"4570";"Symphalangus_syndactylus";192;2,611356484;"5 Law & policy"
"3769";"Pseudoberylmys_muongbangensis";193;2,5684848;"None"
"2576";"Moschus_berezovskii";194;2,565801831;"1 Land/water protection"
"2578";"Moschus_berezovskii";194;2,565801831;"2 Land/water management"
"2579";"Moschus_berezovskii";194;2,565801831;"3 Species management"
"2582";"Moschus_berezovskii";194;2,565801831;"4 Education & awareness"
"2583";"Moschus_berezovskii";194;2,565801831;"5 Law & policy"
"3822";"Pteralopex_flanneryi";195;2,564997237;"1 Land/water protection"
"1890";"Lepilemur_mittermeieri";196;2,563488519;"None"
"2545";"Monachus_monachus";197,5;2,550604266;"1 Land/water protection"
"2547";"Monachus_monachus";197,5;2,550604266;"2 Land/water management"
"2548";"Monachus_monachus";197,5;2,550604266;"3 Species management"
"2549";"Monachus_monachus";197,5;2,550604266;"4 Education & awareness"
"2552";"Monachus_monachus";197,5;2,550604266;"5 Law & policy"
"2907";"Neomonachus_schauinslandi";197,5;2,550604266;"1 Land/water protection"
"2909";"Neomonachus_schauinslandi";197,5;2,550604266;"2 Land/water management"
"2910";"Neomonachus_schauinslandi";197,5;2,550604266;"3 Species management"
"2911";"Neomonachus_schauinslandi";197,5;2,550604266;"4 Education & awareness"
"2912";"Neomonachus_schauinslandi";197,5;2,550604266;"5 Law & policy"
"2439";"Melogale_everetti";199;2,535284598;"2 Land/water management"
"2440";"Melogale_everetti";199;2,535284598;"4 Education & awareness"
"2441";"Melogale_everetti";199;2,535284598;"5 Law & policy"
"1178";"Diplothrix_legata";200;2,526143943;"1 Land/water protection"
"1179";"Diplothrix_legata";200;2,526143943;"2 Land/water management"
"1099";"Dasyurus_hallucatus";201;2,5251639;"2 Land/water management"
"1141";"Desmana_moschata";202;2,523843315;"1 Land/water protection"
"1142";"Desmana_moschata";202;2,523843315;"2 Land/water management"
"1143";"Desmana_moschata";202;2,523843315;"5 Law & policy"
"1370";"Eupleres_major";203;2,507185097;"1 Land/water protection"
"1371";"Eupleres_major";203;2,507185097;"2 Land/water management"
"1373";"Eupleres_major";203;2,507185097;"4 Education & awareness"
"1375";"Eupleres_major";203;2,507185097;"5 Law & policy"
"1391";"Feroculus_feroculus";204;2,493303057;"1 Land/water protection"
"1392";"Feroculus_feroculus";204;2,493303057;"2 Land/water management"
"1837";"Leontopithecus_chrysomelas";205;2,480944443;"2 Land/water management"
"4927";"Tupaia_nicobarica";206;2,47714886;"2 Land/water management"
"2651";"Muntiacus_vuquangensis";207;2,459502902;"1 Land/water protection"
"2653";"Muntiacus_vuquangensis";207;2,459502902;"2 Land/water management"
"2654";"Muntiacus_vuquangensis";207;2,459502902;"3 Species management"
"2657";"Muntiacus_vuquangensis";207;2,459502902;"4 Education & awareness"
"2658";"Muntiacus_vuquangensis";207;2,459502902;"5 Law & policy"
"950";"Crocidura_musseri";208;2,42109;"1 Land/water protection"
"951";"Crocidura_musseri";208;2,42109;"2 Land/water management"
"814";"Cheirogaleus_minusculus";209;2,420468241;"2 Land/water management"
"4191";"Rungwecebus_kipunji";210;2,409960577;"1 Land/water protection"
"4192";"Rungwecebus_kipunji";210;2,409960577;"2 Land/water management"
"4194";"Rungwecebus_kipunji";210;2,409960577;"3 Species management"
"4195";"Rungwecebus_kipunji";210;2,409960577;"4 Education & awareness"
"4197";"Rungwecebus_kipunji";210;2,409960577;"5 Law & policy"
"4202";"Rungwecebus_kipunji";210;2,409960577;"6 Livelihood, economic & other incentives"
"1505";"Habromys_ixtlani";211;2,394793048;"1 Land/water protection"
"1018";"Ctenomys_flamarioni";212;2,393186325;"None"
"669";"Catagonus_wagneri";213;2,391013848;"1 Land/water protection"
"671";"Catagonus_wagneri";213;2,391013848;"2 Land/water management"
"672";"Catagonus_wagneri";213;2,391013848;"3 Species management"
"674";"Catagonus_wagneri";213;2,391013848;"4 Education & awareness"
"676";"Catagonus_wagneri";213;2,391013848;"5 Law & policy"
"926";"Cremnomys_elvira";214;2,387997225;"1 Land/water protection"
"927";"Cremnomys_elvira";214;2,387997225;"2 Land/water management"
"928";"Cremnomys_elvira";214;2,387997225;"3 Species management"
"2438";"Melogale_cucphuongensis";215;2,384396701;"None"
"2992";"Nomascus_leucogenys";216;2,383493942;"1 Land/water protection"
"2994";"Nomascus_leucogenys";216;2,383493942;"2 Land/water management"
"2995";"Nomascus_leucogenys";216;2,383493942;"3 Species management"
"2998";"Nomascus_leucogenys";216;2,383493942;"4 Education & awareness"
"2999";"Nomascus_leucogenys";216;2,383493942;"5 Law & policy"
"2605";"Moschus_fuscus";217;2,362749621;"1 Land/water protection"
"2607";"Moschus_fuscus";217;2,362749621;"2 Land/water management"
"2608";"Moschus_fuscus";217;2,362749621;"3 Species management"
"2611";"Moschus_fuscus";217;2,362749621;"4 Education & awareness"
"2612";"Moschus_fuscus";217;2,362749621;"5 Law & policy"
"2799";"Mystacina_tuberculata";218;2,36033733;"None"
"1503";"Habromys_chinanteco";219,5;2,358553217;"1 Land/water protection"
"1506";"Habromys_lepturus";219,5;2,358553217;"1 Land/water protection"
"3177";"Otomys_barbouri";221;2,356863262;"2 Land/water management"
"1035";"Ctenomys_roigi";222;2,355070737;"1 Land/water protection"
"1242";"Emballonura_semicaudata";223;2,350912201;"1 Land/water protection"
"1243";"Emballonura_semicaudata";223;2,350912201;"2 Land/water management"
"1245";"Emballonura_semicaudata";223;2,350912201;"3 Species management"
"1247";"Emballonura_semicaudata";223;2,350912201;"5 Law & policy"
"5033";"Zyzomys_pedunculatus";224;2,335037961;"2 Land/water management"
"5035";"Zyzomys_pedunculatus";224;2,335037961;"3 Species management"
"911";"Craseonycteris_thonglongyai";225;2,3125;"1 Land/water protection"
"913";"Craseonycteris_thonglongyai";225;2,3125;"2 Land/water management"
"914";"Craseonycteris_thonglongyai";225;2,3125;"4 Education & awareness"
"4456";"Sus_cebifrons";226;2,307517965;"1 Land/water protection"
"4458";"Sus_cebifrons";226;2,307517965;"2 Land/water management"
"4459";"Sus_cebifrons";226;2,307517965;"3 Species management"
"4463";"Sus_cebifrons";226;2,307517965;"4 Education & awareness"
"4466";"Sus_cebifrons";226;2,307517965;"5 Law & policy"
"3447";"Phocoena_sinus";227;2,303221262;"1 Land/water protection"
"3449";"Phocoena_sinus";227;2,303221262;"2 Land/water management"
"3450";"Phocoena_sinus";227;2,303221262;"3 Species management"
"3453";"Phocoena_sinus";227;2,303221262;"4 Education & awareness"
"3456";"Phocoena_sinus";227;2,303221262;"5 Law & policy"
"3458";"Phocoena_sinus";227;2,303221262;"6 Livelihood, economic & other incentives"
"3105";"Octodon_pacificus";228;2,287216028;"1 Land/water protection"
"3765";"Propithecus_verreauxi";229;2,284604748;"2 Land/water management"
"3766";"Propithecus_verreauxi";229;2,284604748;"3 Species management"
"4699";"Tokudaia_osimensis";230,5;2,282106379;"1 Land/water protection"
"4700";"Tokudaia_osimensis";230,5;2,282106379;"2 Land/water management"
"4702";"Tokudaia_tokunoshimensis";230,5;2,282106379;"1 Land/water protection"
"4703";"Tokudaia_tokunoshimensis";230,5;2,282106379;"2 Land/water management"
"4380";"Solisorex_pearsoni";232;2,278560908;"1 Land/water protection"
"4381";"Solisorex_pearsoni";232;2,278560908;"2 Land/water management"
"833";"Chiropotes_utahickae";233;2,275650971;"2 Land/water management"
"834";"Chiropotes_utahickae";233;2,275650971;"3 Species management"
"2431";"Megadontomys_nelsoni";234,5;2,268374515;"None"
"2432";"Megadontomys_thomasi";234,5;2,268374515;"1 Land/water protection"
"1878";"Lepilemur_hollandorum";236;2,268182354;"2 Land/water management"
"1879";"Lepilemur_hollandorum";236;2,268182354;"3 Species management"
"5008";"Zaglossus_attenboroughi";237;2,255701957;"1 Land/water protection"
"5009";"Zaglossus_attenboroughi";237;2,255701957;"2 Land/water management"
"5010";"Zaglossus_attenboroughi";237;2,255701957;"3 Species management"
"5011";"Zaglossus_attenboroughi";237;2,255701957;"4 Education & awareness"
"4050";"Rhinolophus_cognatus";238;2,24758415;"2 Land/water management"
"695";"Cephalophus_adersi";239;2,242748155;"1 Land/water protection"
"696";"Cephalophus_adersi";239;2,242748155;"2 Land/water management"
"697";"Cephalophus_adersi";239;2,242748155;"3 Species management"
"702";"Cephalophus_adersi";239;2,242748155;"4 Education & awareness"
"703";"Cephalophus_adersi";239;2,242748155;"5 Law & policy"
"2495";"Microcebus_macarthurii";240;2,231634079;"None"
"2714";"Myosorex_geata";241;2,231087439;"1 Land/water protection"
"2715";"Myosorex_geata";241;2,231087439;"2 Land/water management"
"2557";"Monodelphis_unistriata";242;2,215430772;"None"
"3954";"Pygathrix_cinerea";243;2,208587548;"1 Land/water protection"
"3956";"Pygathrix_cinerea";243;2,208587548;"2 Land/water management"
"3957";"Pygathrix_cinerea";243;2,208587548;"3 Species management"
"3961";"Pygathrix_cinerea";243;2,208587548;"4 Education & awareness"
"3962";"Pygathrix_cinerea";243;2,208587548;"5 Law & policy"
"1828";"Leontopithecus_caissara";244;2,197097272;"1 Land/water protection"
"1830";"Leontopithecus_caissara";244;2,197097272;"2 Land/water management"
"1832";"Leontopithecus_caissara";244;2,197097272;"3 Species management"
"1834";"Leontopithecus_caissara";244;2,197097272;"4 Education & awareness"
"1836";"Leontopithecus_caissara";244;2,197097272;"6 Livelihood, economic & other incentives"
"2663";"Murina_fusca";245;2,195751605;"None"
"4943";"Uromys_boeadii";246;2,189243911;"None"
"193";"Aotus_jorgehernandezi";247;2,186473171;"None"
"1002";"Cryptotis_hondurensis";248;2,1850983;"None"
"1803";"Lamottemys_okuensis";249;2,178670204;"1 Land/water protection"
"1804";"Lamottemys_okuensis";249;2,178670204;"2 Land/water management"
"2487";"Microakodontomys_transitorius";250;2,1509082;"None"
"2862";"Natalus_jamaicensis";251;2,133726708;"1 Land/water protection"
"2863";"Natalus_jamaicensis";251;2,133726708;"2 Land/water management"
"2864";"Natalus_jamaicensis";251;2,133726708;"4 Education & awareness"
"1797";"Lagothrix_lugens";252;2,129106662;"2 Land/water management"
"1798";"Lagothrix_lugens";252;2,129106662;"3 Species management"
"4014";"Reithrodontomys_spectabilis";253;2,117096803;"2 Land/water management"
"2530";"Miniopterus_fuscus";254;2,1163758;"1 Land/water protection"
"2531";"Miniopterus_fuscus";254;2,1163758;"2 Land/water management"
"1096";"Dasyprocta_ruatanica";255;2,095684909;"None"
"1532";"Hapalomys_longicaudatus";256;2,08856697;"1 Land/water protection"
"1533";"Hapalomys_longicaudatus";256;2,08856697;"2 Land/water management"
"318";"Axis_kuhlii";257;2,086085355;"1 Land/water protection"
"319";"Axis_kuhlii";257;2,086085355;"2 Land/water management"
"321";"Axis_kuhlii";257;2,086085355;"3 Species management"
"2586";"Moschus_chrysogaster";258;2,08397025;"1 Land/water protection"
"2588";"Moschus_chrysogaster";258;2,08397025;"2 Land/water management"
"2589";"Moschus_chrysogaster";258;2,08397025;"3 Species management"
"2592";"Moschus_chrysogaster";258;2,08397025;"4 Education & awareness"
"2593";"Moschus_chrysogaster";258;2,08397025;"5 Law & policy"
"1561";"Heteromys_spectabilis";259;2,081637947;"None"
"302";"Avahi_occidentalis";260;2,077807431;"2 Land/water management"
"597";"Callicebus_coimbrai";261;2,075158287;"1 Land/water protection"
"598";"Callicebus_coimbrai";261;2,075158287;"2 Land/water management"
"298";"Avahi_cleesei";262;2,073681559;"2 Land/water management"
"382";"Bettongia_penicillata";263;2,070806374;"2 Land/water management"
"383";"Bettongia_penicillata";263;2,070806374;"3 Species management"
"4945";"Uromys_imperator";264;2,057683922;"None"
"1276";"Equus_ferus";265;2,0531868;"1 Land/water protection"
"1277";"Equus_ferus";265;2,0531868;"2 Land/water management"
"1279";"Equus_ferus";265;2,0531868;"3 Species management"
"1285";"Equus_ferus";265;2,0531868;"4 Education & awareness"
"1288";"Equus_ferus";265;2,0531868;"5 Law & policy"
"1296";"Equus_ferus";265;2,0531868;"6 Livelihood, economic & other incentives"
"3827";"Pteronotus_paraguanensis";266;2,044091703;"1 Land/water protection"
"3829";"Pteronotus_paraguanensis";266;2,044091703;"2 Land/water management"
"3830";"Pteronotus_paraguanensis";266;2,044091703;"4 Education & awareness"
"4709";"Tonkinomys_daovantieni";267;2,042550932;"None"
"4435";"Sturnira_nana";268;2,031669101;"2 Land/water management"
"3146";"Orthogeomys_lanius";269;2,025835204;"2 Land/water management"
"4832";"Tragulus_nigricans";270;2,024727637;"1 Land/water protection"
"4833";"Tragulus_nigricans";270;2,024727637;"2 Land/water management"
"4834";"Tragulus_nigricans";270;2,024727637;"3 Species management"
"4839";"Tragulus_nigricans";270;2,024727637;"5 Law & policy"
"3530";"Pithecheirops_otion";271;2,016172654;"None"
"1899";"Lepilemur_scottorum";272;2,008459749;"2 Land/water management"
"5026";"Zyzomys_palatalis";273;2,003939346;"1 Land/water protection"
"5028";"Zyzomys_palatalis";273;2,003939346;"2 Land/water management"
"5029";"Zyzomys_palatalis";273;2,003939346;"3 Species management"
"2505";"Microcebus_simmonsi";274;1,999963984;"None"
"456";"Bos_sauveli";275;1,992763675;"1 Land/water protection"
"457";"Bos_sauveli";275;1,992763675;"2 Land/water management"
"458";"Bos_sauveli";275;1,992763675;"3 Species management"
"463";"Bos_sauveli";275;1,992763675;"4 Education & awareness"
"2544";"Molossops_aequatorianus";276;1,987368604;"1 Land/water protection"
"2090";"Lycaon_pictus";277;1,974446166;"1 Land/water protection"
"2092";"Lycaon_pictus";277;1,974446166;"2 Land/water management"
"2094";"Lycaon_pictus";277;1,974446166;"3 Species management"
"2097";"Lycaon_pictus";277;1,974446166;"4 Education & awareness"
"2100";"Lycaon_pictus";277;1,974446166;"5 Law & policy"
"2109";"Lycaon_pictus";277;1,974446166;"6 Livelihood, economic & other incentives"
"1222";"Echymipera_echinista";278;1,972449809;"None"
