"";"species";"LEDGE_rank";"LEDGE";"conservation_classification";"introduced"
"692";"Dryomys_nitedula";1075;4,772748253;"6 Livelihood, economic & other incentives";"no"
"2221";"Saccopteryx_leptura";1076;4,770943993;"2 Land/water management";"no"
"1855";"Philander_frenatus";1077;4,768062835;"None";"no"
"1291";"Microcebus_tavaratra";1078;4,767690472;"2 Land/water management";"no"
"688";"Dryomys_laniger";1079;4,759336052;"None";"no"
"875";"Haeromys_pusillus";1080;4,758468172;"1 Land/water protection";"no"
"876";"Haeromys_pusillus";1080;4,758468172;"2 Land/water management";"no"
"1447";"Myotis_ruber";1081;4,75775754;"2 Land/water management";"no"
"1893";"Pipistrellus_abramus";1082;4,755842196;"None";"no"
"1096";"Lepilemur_dorsalis";1083;4,743081883;"1 Land/water protection";"no"
"1097";"Lepilemur_dorsalis";1083;4,743081883;"2 Land/water management";"no"
"1098";"Lepilemur_dorsalis";1083;4,743081883;"3 Species management";"no"
"318";"Calomys_hummelincki";1084;4,734823247;"None";"no"
"842";"Gerbillurus_setzeri";1085,5;4,718272587;"None";"no"
