;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;species_currentIUCN.y;code;title;conservation_classification;Imputed.Status;introduced
11;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;2.1;Site/area management;2 Land/water management;VU;no
12;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;2.3;Habitat & natural process restoration;2 Land/water management;VU;no
13;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.1;Species management;3 Species management;VU;no
14;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.1.1;Harvest management;3 Species management;VU;no
15;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.1.2;Trade management;3 Species management;VU;no
16;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.2;Species recovery;3 Species management;VU;no
17;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.3;Species re-introduction;3 Species management;VU;no
18;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;3.3.1;Reintroduction;3 Species management;VU;no
19;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;4.1;Formal education;4 Education & awareness;VU;no
20;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;4.2;Training;4 Education & awareness;VU;no
21;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;4.3;Awareness & communications;4 Education & awareness;VU;no
22;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.1;Legislation;5 Law & policy;VU;no
23;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.1.1;International level;5 Law & policy;VU;no
24;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.1.2;National level;5 Law & policy;VU;no
25;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.1.3;Sub-national level;5 Law & policy;VU;no
26;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.4;Compliance and enforcement;5 Law & policy;VU;no
27;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.4.1;International level;5 Law & policy;VU;no
28;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.4.2;National level;5 Law & policy;VU;no
29;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;5.4.3;Sub-national level;5 Law & policy;VU;no
30;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;Acinonyx jubatus;6.1;Linked enterprises & livelihood alternatives;6 Livelihood, economic & other incentives;VU;no
31;Acomys_louisae;0,0005417;10,8334483;10,83399;2217;319;373;11,29446432;13,57293022;4,13E-06;5,81E-06;10,83399;77,11287573;Rodentia;Muridae;Acomys;louisae;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;20,2;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1015048,165;Acomys louisae;Acomys louisae;none;none;None;LC;no
32;Acomys_russatus;0,000221987;4,439508014;4,43973;2827;1192;1355;5,469511648;6,672464256;1,11E-06;1,58E-06;4,43973;77,0980243;Rodentia;Muridae;Acomys;russatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;49,8;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;40;40;20;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1210607,903;Acomys russatus;Acomys russatus;none;none;None;LC;no
33;Acomys_spinosissimus;0,000257019;5,140119389;5,140376408;2673;969;1114;7,253593341;8,254140392;1,98E-06;2,80E-06;5,140325;77,10697722;Rodentia;Muridae;Acomys;spinosissimus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;26,5;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;2300155,016;Acomys spinosissimus;Acomys spinosissimus;none;none;None;LC;no
34;Acomys_subspinosus;0,000287348;5,746675975;5,746963323;2587;839;968;7,361688318;7,912906149;2,11E-06;2,98E-06;5,74695;77,10827282;Rodentia;Muridae;Acomys;subspinosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;21;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Acomys subspinosus;Acomys subspinosus;1.1;Site/area protection;1 Land/water protection;LC;no
35;Acomys_subspinosus;0,000287348;5,746675975;5,746963323;2587;839;968;7,361688318;7,912906149;2,11E-06;2,98E-06;5,74695;77,10827282;Rodentia;Muridae;Acomys;subspinosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;21;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Acomys subspinosus;Acomys subspinosus;1.2;Resource & habitat protection;1 Land/water protection;LC;no
36;Acomys_subspinosus;0,000287348;5,746675975;5,746963323;2587;839;968;7,361688318;7,912906149;2,11E-06;2,98E-06;5,74695;77,10827282;Rodentia;Muridae;Acomys;subspinosus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;21;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;158310,2643;Acomys subspinosus;Acomys subspinosus;2.2;Invasive/problematic species control;2 Land/water management;LC;no
37;Acrobates_pygmaeus;0,001255042;25,09959196;25,100847;1988,5;39,5;45,5;34,15087041;35,7433252;0,003131506;0,003486666;25,1;181,2161567;Diprotodontia;Acrobatidae;Acrobates;pygmaeus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;12;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;20;0;80;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;1843848,96;Acrobates pygmaeus;Acrobates pygmaeus;none;none;None;LC;no
38;Aepeomys_lugens;0,000253891;5,077557404;5,077811295;2685;986;1135;7,374738119;7,501861091;4,49E-07;6,37E-07;4,915145;76,60528822;Rodentia;Cricetidae;Aepeomys;lugens;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;37;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;95;0;5;Imputed 000 Species;PHYLACINE 1.2;65186,57941;Aepeomys lugens;Aepeomys lugens;none;none;None;LC;no
39;Aepeomys_reigi;0,245765383;4,669542283;4,915307666;945;1099;1187;7,374738119;7,501861091;4,49E-07;6,37E-07;4,915145;76,60528822;Rodentia;Cricetidae;Aepeomys;reigi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;40,6;Reported;Mammalian Biology 66: 228-237 (2001);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;27937,10546;Aepeomys reigi;Aepeomys reigi;1.2;Resource & habitat protection;1 Land/water protection;VU;no
40;Aepeomys_reigi;0,245765383;4,669542283;4,915307666;945;1099;1187;7,374738119;7,501861091;4,49E-07;6,37E-07;4,915145;76,60528822;Rodentia;Cricetidae;Aepeomys;reigi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;40,6;Reported;Mammalian Biology 66: 228-237 (2001);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;27937,10546;Aepeomys reigi;Aepeomys reigi;2.1;Site/area management;2 Land/water management;VU;no
41;Aepyceros_melampus;0,000500142;10,00233486;10,002835;2241;353;414;11,33570376;13,39200523;2,55E-05;3,42E-05;10,002835;91,64622442;Cetartiodactyla;Bovidae;Aepyceros;melampus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;52500,1;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;4293001,872;Aepyceros melampus;Aepyceros melampus;2.1;Site/area management;2 Land/water management;LC;yes
42;Aepyprymnus_rufescens;0,000413776;8,275112683;8,275526459;2330;482;551;9,719913693;11,76857315;0,000369171;0,000417919;7,61713;180,7770907;Diprotodontia;Potoroidae;Aepyprymnus;rufescens;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;3250;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;LC;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;884675,0062;Aepyprymnus rufescens;Aepyprymnus rufescens;none;none;None;LC;no
43;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;1.1;Site/area protection;1 Land/water protection;VU;no
44;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;1.2;Resource & habitat protection;1 Land/water protection;VU;no
45;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;2.1;Site/area management;2 Land/water management;VU;no
46;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;2.3;Habitat & natural process restoration;2 Land/water management;VU;no
47;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;3.2;Species recovery;3 Species management;VU;no
48;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;3.3;Species re-introduction;3 Species management;VU;no
49;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;Ailuropoda melanoleuca;3.3.1;Reintroduction;3 Species management;VU;no
