;species_phylacine;hedge;ledge;hed;hedge_rank;ledge_rank;hed_rank;ED;ES;QEbased;X2Hbased;termBL;meanD;Order.1.2;Family.1.2;Genus.1.2;Species.1.2;Terrestrial;Marine;Freshwater;Aerial;Life.Habit.Method;Life.Habit.Source;Mass.g;Mass.Method;Mass.Source;Mass.Comparison;Mass.Comparison.Source;Island.Endemicity;IUCN.Status.1.2;Added.IUCN.Status.1.2;Diet.Plant;Diet.Vertebrate;Diet.Invertebrate;Diet.Method;Diet.Source;range_size;species_currentIUCN.x;code;title;species_currentIUCN.y;conservation_classification;Imputed.Status;introduced
31;Acerodon_mackloti;0,081272894;1,544184991;1,625457886;1268;3284;3479;3,416104327;2,958481565;5,54E-06;7,02E-06;1,291135;90,07611041;Chiroptera;Pteropodidae;Acerodon;mackloti;0;0;0;1;Taxonomic;PHYLACINE 1.2;470,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;307308,1601;Acerodon mackloti;2.1;Site/area management;Acerodon mackloti;2 Land/water management;VU;no
32;Acerodon_mackloti;0,081272894;1,544184991;1,625457886;1268;3284;3479;3,416104327;2,958481565;5,54E-06;7,02E-06;1,291135;90,07611041;Chiroptera;Pteropodidae;Acerodon;mackloti;0;0;0;1;Taxonomic;PHYLACINE 1.2;470,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;307308,1601;Acerodon mackloti;3.1;Species management;Acerodon mackloti;3 Species management;VU;no
33;Acerodon_mackloti;0,081272894;1,544184991;1,625457886;1268;3284;3479;3,416104327;2,958481565;5,54E-06;7,02E-06;1,291135;90,07611041;Chiroptera;Pteropodidae;Acerodon;mackloti;0;0;0;1;Taxonomic;PHYLACINE 1.2;470,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs only on isolated islands;VU;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;307308,1601;Acerodon mackloti;3.1.1;Harvest management;Acerodon mackloti;3 Species management;VU;no
34;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;1.1;Site/area protection;Acinonyx jubatus;1 Land/water protection;VU;no
35;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;1.2;Resource & habitat protection;Acinonyx jubatus;1 Land/water protection;VU;no
36;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;2.1;Site/area management;Acinonyx jubatus;2 Land/water management;VU;no
37;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;2.3;Habitat & natural process restoration;Acinonyx jubatus;2 Land/water management;VU;no
38;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.1;Species management;Acinonyx jubatus;3 Species management;VU;no
39;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.1.1;Harvest management;Acinonyx jubatus;3 Species management;VU;no
40;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.1.2;Trade management;Acinonyx jubatus;3 Species management;VU;no
41;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.2;Species recovery;Acinonyx jubatus;3 Species management;VU;no
42;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.3;Species re-introduction;Acinonyx jubatus;3 Species management;VU;no
43;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;3.3.1;Reintroduction;Acinonyx jubatus;3 Species management;VU;no
44;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;4.1;Formal education;Acinonyx jubatus;4 Education & awareness;VU;no
45;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;4.2;Training;Acinonyx jubatus;4 Education & awareness;VU;no
46;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;4.3;Awareness & communications;Acinonyx jubatus;4 Education & awareness;VU;no
47;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.1;Legislation;Acinonyx jubatus;5 Law & policy;VU;no
48;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.1.1;International level;Acinonyx jubatus;5 Law & policy;VU;no
49;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.1.2;National level;Acinonyx jubatus;5 Law & policy;VU;no
50;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.1.3;Sub-national level;Acinonyx jubatus;5 Law & policy;VU;no
51;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.4;Compliance and enforcement;Acinonyx jubatus;5 Law & policy;VU;no
52;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.4.1;International level;Acinonyx jubatus;5 Law & policy;VU;no
53;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.4.2;National level;Acinonyx jubatus;5 Law & policy;VU;no
54;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;5.4.3;Sub-national level;Acinonyx jubatus;5 Law & policy;VU;no
55;Acinonyx_jubatus;0,23710875;4,505066253;4,742175004;957;1162;1243;6,19289685;6,070632573;1,31E-05;1,71E-05;4,742175;92,90999206;Carnivora;Felidae;Acinonyx;jubatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;46700;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;0;100;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;8101760,583;Acinonyx jubatus;6.1;Linked enterprises & livelihood alternatives;Acinonyx jubatus;6 Livelihood, economic & other incentives;VU;no
56;Acomys_cilicicus;0,218413639;0,301618835;0,520032474;978;5172;5166;2,18150498;1,200015734;1,22E-07;1,74E-07;0,520005;77,0946264;Rodentia;Muridae;Acomys;cilicicus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;42,5;Reported;Aulagnier S, Haffner P, Mitchell-Jones AJ, Moutou F, Zima, J. The Mammals of Europe, North Africa and the Middle East (2009);NA;NA;Occurs on mainland;DD;No;70;30;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;9312,368487;Acomys cilicicus;none;none;Acomys cilicicus;None;EN;no
57;Addax_nasomaculatus;3,474995917;0,107474101;3,582470017;137;5330;1785;4,520699852;5,306036654;1,44E-06;1,98E-06;3,58247;91,54361965;Cetartiodactyla;Bovidae;Addax;nasomaculatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;70000,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;223496,8437;Addax nasomaculatus;1.1;Site/area protection;Addax nasomaculatus;1 Land/water protection;CR;no
58;Addax_nasomaculatus;3,474995917;0,107474101;3,582470017;137;5330;1785;4,520699852;5,306036654;1,44E-06;1,98E-06;3,58247;91,54361965;Cetartiodactyla;Bovidae;Addax;nasomaculatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;70000,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;223496,8437;Addax nasomaculatus;3.3;Species re-introduction;Addax nasomaculatus;3 Species management;CR;no
59;Addax_nasomaculatus;3,474995917;0,107474101;3,582470017;137;5330;1785;4,520699852;5,306036654;1,44E-06;1,98E-06;3,58247;91,54361965;Cetartiodactyla;Bovidae;Addax;nasomaculatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;70000,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;223496,8437;Addax nasomaculatus;3.3.1;Reintroduction;Addax nasomaculatus;3 Species management;CR;no
60;Addax_nasomaculatus;3,474995917;0,107474101;3,582470017;137;5330;1785;4,520699852;5,306036654;1,44E-06;1,98E-06;3,58247;91,54361965;Cetartiodactyla;Bovidae;Addax;nasomaculatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;70000,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;223496,8437;Addax nasomaculatus;5.4;Compliance and enforcement;Addax nasomaculatus;5 Law & policy;CR;no
61;Addax_nasomaculatus;3,474995917;0,107474101;3,582470017;137;5330;1785;4,520699852;5,306036654;1,44E-06;1,98E-06;3,58247;91,54361965;Cetartiodactyla;Bovidae;Addax;nasomaculatus;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;70000,3;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;CR;No;100;0;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;223496,8437;Addax nasomaculatus;5.4.2;National level;Addax nasomaculatus;5 Law & policy;CR;no
62;Aepeomys_reigi;0,245765383;4,669542283;4,915307666;945;1099;1187;7,374738119;7,501861091;4,49E-07;6,37E-07;4,915145;76,60528822;Rodentia;Cricetidae;Aepeomys;reigi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;40,6;Reported;Mammalian Biology 66: 228-237 (2001);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;27937,10546;Aepeomys reigi;1.2;Resource & habitat protection;Aepeomys reigi;1 Land/water protection;VU;no
63;Aepeomys_reigi;0,245765383;4,669542283;4,915307666;945;1099;1187;7,374738119;7,501861091;4,49E-07;6,37E-07;4,915145;76,60528822;Rodentia;Cricetidae;Aepeomys;reigi;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;40,6;Reported;Mammalian Biology 66: 228-237 (2001);NA;NA;Occurs on mainland;VU;No;100;0;0;Transformed 000 Species;Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.;27937,10546;Aepeomys reigi;2.1;Site/area management;Aepeomys reigi;2 Land/water management;VU;no
64;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;1.1;Site/area protection;Ailuropoda melanoleuca;1 Land/water protection;VU;no
65;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;1.2;Resource & habitat protection;Ailuropoda melanoleuca;1 Land/water protection;VU;no
66;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;2.1;Site/area management;Ailuropoda melanoleuca;2 Land/water management;VU;no
67;Ailuropoda_melanoleuca;0,86;16,34;17,2;566;99;105;18,96087616;29,79921936;0,000390884;0,000497542;17,2;93,08168753;Carnivora;Ursidae;Ailuropoda;melanoleuca;1;0;0;0;Reported;IUCN. 2016. IUCN red list of threatened species. Version 2016-3.;108400;Reported;Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).;NA;NA;Occurs on mainland;VU;No;90;10;0;Reported 000 Species;Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.;242121,5807;Ailuropoda melanoleuca;2.3;Habitat & natural process restoration;Ailuropoda melanoleuca;2 Land/water management;VU;no
